filename,label
C:/datasets/flower/flower/jpg\image_00091.jpg,77
C:/datasets/flower/flower/jpg\image_00092.jpg,77
C:/datasets/flower/flower/jpg\image_00093.jpg,77
C:/datasets/flower/flower/jpg\image_00094.jpg,77
C:/datasets/flower/flower/jpg\image_00095.jpg,77
C:/datasets/flower/flower/jpg\image_00096.jpg,77
C:/datasets/flower/flower/jpg\image_00097.jpg,77
C:/datasets/flower/flower/jpg\image_00098.jpg,77
C:/datasets/flower/flower/jpg\image_00099.jpg,77
C:/datasets/flower/flower/jpg\image_00100.jpg,77
C:/datasets/flower/flower/jpg\image_00101.jpg,77
C:/datasets/flower/flower/jpg\image_00102.jpg,77
C:/datasets/flower/flower/jpg\image_00103.jpg,77
C:/datasets/flower/flower/jpg\image_00104.jpg,77
C:/datasets/flower/flower/jpg\image_00105.jpg,77
C:/datasets/flower/flower/jpg\image_00106.jpg,77
C:/datasets/flower/flower/jpg\image_00107.jpg,77
C:/datasets/flower/flower/jpg\image_00108.jpg,77
C:/datasets/flower/flower/jpg\image_00109.jpg,77
C:/datasets/flower/flower/jpg\image_00110.jpg,77
C:/datasets/flower/flower/jpg\image_00111.jpg,77
C:/datasets/flower/flower/jpg\image_00112.jpg,77
C:/datasets/flower/flower/jpg\image_00113.jpg,77
C:/datasets/flower/flower/jpg\image_00114.jpg,77
C:/datasets/flower/flower/jpg\image_00115.jpg,77
C:/datasets/flower/flower/jpg\image_00116.jpg,77
C:/datasets/flower/flower/jpg\image_00117.jpg,77
C:/datasets/flower/flower/jpg\image_00118.jpg,77
C:/datasets/flower/flower/jpg\image_00119.jpg,77
C:/datasets/flower/flower/jpg\image_00120.jpg,77
C:/datasets/flower/flower/jpg\image_00121.jpg,77
C:/datasets/flower/flower/jpg\image_00122.jpg,77
C:/datasets/flower/flower/jpg\image_00123.jpg,77
C:/datasets/flower/flower/jpg\image_00124.jpg,77
C:/datasets/flower/flower/jpg\image_00125.jpg,77
C:/datasets/flower/flower/jpg\image_00126.jpg,77
C:/datasets/flower/flower/jpg\image_00127.jpg,77
C:/datasets/flower/flower/jpg\image_00128.jpg,77
C:/datasets/flower/flower/jpg\image_00129.jpg,77
C:/datasets/flower/flower/jpg\image_00130.jpg,77
C:/datasets/flower/flower/jpg\image_00131.jpg,77
C:/datasets/flower/flower/jpg\image_00132.jpg,77
C:/datasets/flower/flower/jpg\image_00133.jpg,77
C:/datasets/flower/flower/jpg\image_00134.jpg,77
C:/datasets/flower/flower/jpg\image_00135.jpg,77
C:/datasets/flower/flower/jpg\image_00136.jpg,77
C:/datasets/flower/flower/jpg\image_00137.jpg,77
C:/datasets/flower/flower/jpg\image_00138.jpg,77
C:/datasets/flower/flower/jpg\image_00139.jpg,77
C:/datasets/flower/flower/jpg\image_00140.jpg,77
C:/datasets/flower/flower/jpg\image_00141.jpg,77
C:/datasets/flower/flower/jpg\image_00142.jpg,77
C:/datasets/flower/flower/jpg\image_00143.jpg,77
C:/datasets/flower/flower/jpg\image_00144.jpg,77
C:/datasets/flower/flower/jpg\image_00145.jpg,77
C:/datasets/flower/flower/jpg\image_00146.jpg,77
C:/datasets/flower/flower/jpg\image_00147.jpg,77
C:/datasets/flower/flower/jpg\image_00148.jpg,77
C:/datasets/flower/flower/jpg\image_00149.jpg,77
C:/datasets/flower/flower/jpg\image_00150.jpg,77
C:/datasets/flower/flower/jpg\image_00151.jpg,77
C:/datasets/flower/flower/jpg\image_00152.jpg,77
C:/datasets/flower/flower/jpg\image_00153.jpg,77
C:/datasets/flower/flower/jpg\image_00154.jpg,77
C:/datasets/flower/flower/jpg\image_00155.jpg,77
C:/datasets/flower/flower/jpg\image_00156.jpg,77
C:/datasets/flower/flower/jpg\image_00157.jpg,77
C:/datasets/flower/flower/jpg\image_00158.jpg,77
C:/datasets/flower/flower/jpg\image_00159.jpg,77
C:/datasets/flower/flower/jpg\image_00160.jpg,77
C:/datasets/flower/flower/jpg\image_00161.jpg,77
C:/datasets/flower/flower/jpg\image_00162.jpg,77
C:/datasets/flower/flower/jpg\image_00163.jpg,77
C:/datasets/flower/flower/jpg\image_00164.jpg,77
C:/datasets/flower/flower/jpg\image_00165.jpg,77
C:/datasets/flower/flower/jpg\image_00166.jpg,77
C:/datasets/flower/flower/jpg\image_00167.jpg,77
C:/datasets/flower/flower/jpg\image_00168.jpg,77
C:/datasets/flower/flower/jpg\image_00169.jpg,77
C:/datasets/flower/flower/jpg\image_00170.jpg,77
C:/datasets/flower/flower/jpg\image_00171.jpg,77
C:/datasets/flower/flower/jpg\image_00172.jpg,77
C:/datasets/flower/flower/jpg\image_00173.jpg,77
C:/datasets/flower/flower/jpg\image_00174.jpg,77
C:/datasets/flower/flower/jpg\image_00175.jpg,77
C:/datasets/flower/flower/jpg\image_00176.jpg,77
C:/datasets/flower/flower/jpg\image_00177.jpg,77
C:/datasets/flower/flower/jpg\image_00178.jpg,77
C:/datasets/flower/flower/jpg\image_00179.jpg,77
C:/datasets/flower/flower/jpg\image_00180.jpg,77
C:/datasets/flower/flower/jpg\image_00181.jpg,77
C:/datasets/flower/flower/jpg\image_00182.jpg,77
C:/datasets/flower/flower/jpg\image_00183.jpg,77
C:/datasets/flower/flower/jpg\image_00184.jpg,77
C:/datasets/flower/flower/jpg\image_00185.jpg,77
C:/datasets/flower/flower/jpg\image_00186.jpg,77
C:/datasets/flower/flower/jpg\image_00187.jpg,77
C:/datasets/flower/flower/jpg\image_00188.jpg,77
C:/datasets/flower/flower/jpg\image_00189.jpg,77
C:/datasets/flower/flower/jpg\image_00190.jpg,77
C:/datasets/flower/flower/jpg\image_00191.jpg,77
C:/datasets/flower/flower/jpg\image_00192.jpg,77
C:/datasets/flower/flower/jpg\image_00193.jpg,77
C:/datasets/flower/flower/jpg\image_00194.jpg,77
C:/datasets/flower/flower/jpg\image_00195.jpg,77
C:/datasets/flower/flower/jpg\image_00196.jpg,77
C:/datasets/flower/flower/jpg\image_00197.jpg,77
C:/datasets/flower/flower/jpg\image_00198.jpg,77
C:/datasets/flower/flower/jpg\image_00199.jpg,77
C:/datasets/flower/flower/jpg\image_00200.jpg,77
C:/datasets/flower/flower/jpg\image_00201.jpg,77
C:/datasets/flower/flower/jpg\image_00202.jpg,77
C:/datasets/flower/flower/jpg\image_00203.jpg,77
C:/datasets/flower/flower/jpg\image_00204.jpg,77
C:/datasets/flower/flower/jpg\image_00205.jpg,77
C:/datasets/flower/flower/jpg\image_00206.jpg,77
C:/datasets/flower/flower/jpg\image_00207.jpg,77
C:/datasets/flower/flower/jpg\image_00208.jpg,77
C:/datasets/flower/flower/jpg\image_00209.jpg,77
C:/datasets/flower/flower/jpg\image_00210.jpg,77
C:/datasets/flower/flower/jpg\image_00211.jpg,77
C:/datasets/flower/flower/jpg\image_00212.jpg,77
C:/datasets/flower/flower/jpg\image_00213.jpg,77
C:/datasets/flower/flower/jpg\image_00214.jpg,77
C:/datasets/flower/flower/jpg\image_00215.jpg,77
C:/datasets/flower/flower/jpg\image_00216.jpg,77
C:/datasets/flower/flower/jpg\image_00217.jpg,77
C:/datasets/flower/flower/jpg\image_00218.jpg,77
C:/datasets/flower/flower/jpg\image_00219.jpg,77
C:/datasets/flower/flower/jpg\image_00220.jpg,77
C:/datasets/flower/flower/jpg\image_00221.jpg,77
C:/datasets/flower/flower/jpg\image_00222.jpg,77
C:/datasets/flower/flower/jpg\image_00223.jpg,77
C:/datasets/flower/flower/jpg\image_00224.jpg,77
C:/datasets/flower/flower/jpg\image_00225.jpg,77
C:/datasets/flower/flower/jpg\image_00226.jpg,77
C:/datasets/flower/flower/jpg\image_00227.jpg,77
C:/datasets/flower/flower/jpg\image_00228.jpg,77
C:/datasets/flower/flower/jpg\image_00229.jpg,77
C:/datasets/flower/flower/jpg\image_00230.jpg,77
C:/datasets/flower/flower/jpg\image_00231.jpg,77
C:/datasets/flower/flower/jpg\image_00232.jpg,77
C:/datasets/flower/flower/jpg\image_00233.jpg,77
C:/datasets/flower/flower/jpg\image_00234.jpg,77
C:/datasets/flower/flower/jpg\image_00235.jpg,77
C:/datasets/flower/flower/jpg\image_00236.jpg,77
C:/datasets/flower/flower/jpg\image_00237.jpg,77
C:/datasets/flower/flower/jpg\image_00238.jpg,77
C:/datasets/flower/flower/jpg\image_00239.jpg,77
C:/datasets/flower/flower/jpg\image_00240.jpg,77
C:/datasets/flower/flower/jpg\image_00241.jpg,77
C:/datasets/flower/flower/jpg\image_00242.jpg,77
C:/datasets/flower/flower/jpg\image_00243.jpg,77
C:/datasets/flower/flower/jpg\image_00244.jpg,77
C:/datasets/flower/flower/jpg\image_00245.jpg,77
C:/datasets/flower/flower/jpg\image_00246.jpg,77
C:/datasets/flower/flower/jpg\image_00247.jpg,77
C:/datasets/flower/flower/jpg\image_00248.jpg,77
C:/datasets/flower/flower/jpg\image_00249.jpg,77
C:/datasets/flower/flower/jpg\image_00250.jpg,77
C:/datasets/flower/flower/jpg\image_00251.jpg,77
C:/datasets/flower/flower/jpg\image_00252.jpg,73
C:/datasets/flower/flower/jpg\image_00253.jpg,73
C:/datasets/flower/flower/jpg\image_00254.jpg,73
C:/datasets/flower/flower/jpg\image_00255.jpg,73
C:/datasets/flower/flower/jpg\image_00256.jpg,73
C:/datasets/flower/flower/jpg\image_00257.jpg,73
C:/datasets/flower/flower/jpg\image_00258.jpg,73
C:/datasets/flower/flower/jpg\image_00259.jpg,73
C:/datasets/flower/flower/jpg\image_00260.jpg,73
C:/datasets/flower/flower/jpg\image_00261.jpg,73
C:/datasets/flower/flower/jpg\image_00262.jpg,73
C:/datasets/flower/flower/jpg\image_00263.jpg,73
C:/datasets/flower/flower/jpg\image_00264.jpg,73
C:/datasets/flower/flower/jpg\image_00265.jpg,73
C:/datasets/flower/flower/jpg\image_00266.jpg,73
C:/datasets/flower/flower/jpg\image_00267.jpg,73
C:/datasets/flower/flower/jpg\image_00268.jpg,73
C:/datasets/flower/flower/jpg\image_00269.jpg,73
C:/datasets/flower/flower/jpg\image_00270.jpg,73
C:/datasets/flower/flower/jpg\image_00271.jpg,73
C:/datasets/flower/flower/jpg\image_00272.jpg,73
C:/datasets/flower/flower/jpg\image_00273.jpg,73
C:/datasets/flower/flower/jpg\image_00274.jpg,73
C:/datasets/flower/flower/jpg\image_00275.jpg,73
C:/datasets/flower/flower/jpg\image_00276.jpg,73
C:/datasets/flower/flower/jpg\image_00277.jpg,73
C:/datasets/flower/flower/jpg\image_00278.jpg,73
C:/datasets/flower/flower/jpg\image_00279.jpg,73
C:/datasets/flower/flower/jpg\image_00280.jpg,73
C:/datasets/flower/flower/jpg\image_00281.jpg,73
C:/datasets/flower/flower/jpg\image_00282.jpg,73
C:/datasets/flower/flower/jpg\image_00283.jpg,73
C:/datasets/flower/flower/jpg\image_00284.jpg,73
C:/datasets/flower/flower/jpg\image_00285.jpg,73
C:/datasets/flower/flower/jpg\image_00286.jpg,73
C:/datasets/flower/flower/jpg\image_00287.jpg,73
C:/datasets/flower/flower/jpg\image_00288.jpg,73
C:/datasets/flower/flower/jpg\image_00289.jpg,73
C:/datasets/flower/flower/jpg\image_00290.jpg,73
C:/datasets/flower/flower/jpg\image_00291.jpg,73
C:/datasets/flower/flower/jpg\image_00292.jpg,73
C:/datasets/flower/flower/jpg\image_00293.jpg,73
C:/datasets/flower/flower/jpg\image_00294.jpg,73
C:/datasets/flower/flower/jpg\image_00295.jpg,73
C:/datasets/flower/flower/jpg\image_00296.jpg,73
C:/datasets/flower/flower/jpg\image_00297.jpg,73
C:/datasets/flower/flower/jpg\image_00298.jpg,73
C:/datasets/flower/flower/jpg\image_00299.jpg,73
C:/datasets/flower/flower/jpg\image_00300.jpg,73
C:/datasets/flower/flower/jpg\image_00301.jpg,73
C:/datasets/flower/flower/jpg\image_00302.jpg,73
C:/datasets/flower/flower/jpg\image_00303.jpg,73
C:/datasets/flower/flower/jpg\image_00304.jpg,73
C:/datasets/flower/flower/jpg\image_00305.jpg,73
C:/datasets/flower/flower/jpg\image_00306.jpg,73
C:/datasets/flower/flower/jpg\image_00307.jpg,73
C:/datasets/flower/flower/jpg\image_00308.jpg,73
C:/datasets/flower/flower/jpg\image_00309.jpg,73
C:/datasets/flower/flower/jpg\image_00310.jpg,73
C:/datasets/flower/flower/jpg\image_00311.jpg,73
C:/datasets/flower/flower/jpg\image_00312.jpg,73
C:/datasets/flower/flower/jpg\image_00313.jpg,73
C:/datasets/flower/flower/jpg\image_00314.jpg,73
C:/datasets/flower/flower/jpg\image_00315.jpg,73
C:/datasets/flower/flower/jpg\image_00316.jpg,73
C:/datasets/flower/flower/jpg\image_00317.jpg,73
C:/datasets/flower/flower/jpg\image_00318.jpg,73
C:/datasets/flower/flower/jpg\image_00319.jpg,73
C:/datasets/flower/flower/jpg\image_00320.jpg,73
C:/datasets/flower/flower/jpg\image_00321.jpg,73
C:/datasets/flower/flower/jpg\image_00322.jpg,73
C:/datasets/flower/flower/jpg\image_00323.jpg,73
C:/datasets/flower/flower/jpg\image_00324.jpg,73
C:/datasets/flower/flower/jpg\image_00325.jpg,73
C:/datasets/flower/flower/jpg\image_00326.jpg,73
C:/datasets/flower/flower/jpg\image_00327.jpg,73
C:/datasets/flower/flower/jpg\image_00328.jpg,73
C:/datasets/flower/flower/jpg\image_00329.jpg,73
C:/datasets/flower/flower/jpg\image_00330.jpg,73
C:/datasets/flower/flower/jpg\image_00331.jpg,73
C:/datasets/flower/flower/jpg\image_00332.jpg,73
C:/datasets/flower/flower/jpg\image_00333.jpg,73
C:/datasets/flower/flower/jpg\image_00334.jpg,73
C:/datasets/flower/flower/jpg\image_00335.jpg,73
C:/datasets/flower/flower/jpg\image_00336.jpg,73
C:/datasets/flower/flower/jpg\image_00337.jpg,73
C:/datasets/flower/flower/jpg\image_00338.jpg,73
C:/datasets/flower/flower/jpg\image_00339.jpg,73
C:/datasets/flower/flower/jpg\image_00340.jpg,73
C:/datasets/flower/flower/jpg\image_00341.jpg,73
C:/datasets/flower/flower/jpg\image_00342.jpg,73
C:/datasets/flower/flower/jpg\image_00343.jpg,73
C:/datasets/flower/flower/jpg\image_00344.jpg,73
C:/datasets/flower/flower/jpg\image_00345.jpg,73
C:/datasets/flower/flower/jpg\image_00346.jpg,73
C:/datasets/flower/flower/jpg\image_00347.jpg,73
C:/datasets/flower/flower/jpg\image_00348.jpg,73
C:/datasets/flower/flower/jpg\image_00349.jpg,73
C:/datasets/flower/flower/jpg\image_00350.jpg,73
C:/datasets/flower/flower/jpg\image_00351.jpg,73
C:/datasets/flower/flower/jpg\image_00352.jpg,73
C:/datasets/flower/flower/jpg\image_00353.jpg,73
C:/datasets/flower/flower/jpg\image_00354.jpg,73
C:/datasets/flower/flower/jpg\image_00355.jpg,73
C:/datasets/flower/flower/jpg\image_00356.jpg,73
C:/datasets/flower/flower/jpg\image_00357.jpg,73
C:/datasets/flower/flower/jpg\image_00358.jpg,73
C:/datasets/flower/flower/jpg\image_00359.jpg,73
C:/datasets/flower/flower/jpg\image_00360.jpg,73
C:/datasets/flower/flower/jpg\image_00361.jpg,73
C:/datasets/flower/flower/jpg\image_00362.jpg,73
C:/datasets/flower/flower/jpg\image_00363.jpg,73
C:/datasets/flower/flower/jpg\image_00364.jpg,73
C:/datasets/flower/flower/jpg\image_00365.jpg,73
C:/datasets/flower/flower/jpg\image_00366.jpg,73
C:/datasets/flower/flower/jpg\image_00367.jpg,73
C:/datasets/flower/flower/jpg\image_00368.jpg,73
C:/datasets/flower/flower/jpg\image_00369.jpg,73
C:/datasets/flower/flower/jpg\image_00370.jpg,73
C:/datasets/flower/flower/jpg\image_00371.jpg,73
C:/datasets/flower/flower/jpg\image_00372.jpg,73
C:/datasets/flower/flower/jpg\image_00373.jpg,73
C:/datasets/flower/flower/jpg\image_00374.jpg,73
C:/datasets/flower/flower/jpg\image_00375.jpg,73
C:/datasets/flower/flower/jpg\image_00376.jpg,73
C:/datasets/flower/flower/jpg\image_00377.jpg,73
C:/datasets/flower/flower/jpg\image_00378.jpg,73
C:/datasets/flower/flower/jpg\image_00379.jpg,73
C:/datasets/flower/flower/jpg\image_00380.jpg,73
C:/datasets/flower/flower/jpg\image_00381.jpg,73
C:/datasets/flower/flower/jpg\image_00382.jpg,73
C:/datasets/flower/flower/jpg\image_00383.jpg,73
C:/datasets/flower/flower/jpg\image_00384.jpg,73
C:/datasets/flower/flower/jpg\image_00385.jpg,73
C:/datasets/flower/flower/jpg\image_00386.jpg,73
C:/datasets/flower/flower/jpg\image_00387.jpg,73
C:/datasets/flower/flower/jpg\image_00388.jpg,73
C:/datasets/flower/flower/jpg\image_00389.jpg,73
C:/datasets/flower/flower/jpg\image_00390.jpg,73
C:/datasets/flower/flower/jpg\image_00391.jpg,73
C:/datasets/flower/flower/jpg\image_00392.jpg,73
C:/datasets/flower/flower/jpg\image_00393.jpg,73
C:/datasets/flower/flower/jpg\image_00394.jpg,73
C:/datasets/flower/flower/jpg\image_00395.jpg,73
C:/datasets/flower/flower/jpg\image_00396.jpg,73
C:/datasets/flower/flower/jpg\image_00397.jpg,73
C:/datasets/flower/flower/jpg\image_00398.jpg,73
C:/datasets/flower/flower/jpg\image_00399.jpg,73
C:/datasets/flower/flower/jpg\image_00400.jpg,73
C:/datasets/flower/flower/jpg\image_00401.jpg,73
C:/datasets/flower/flower/jpg\image_00402.jpg,73
C:/datasets/flower/flower/jpg\image_00403.jpg,73
C:/datasets/flower/flower/jpg\image_00404.jpg,73
C:/datasets/flower/flower/jpg\image_00405.jpg,73
C:/datasets/flower/flower/jpg\image_00406.jpg,73
C:/datasets/flower/flower/jpg\image_00407.jpg,73
C:/datasets/flower/flower/jpg\image_00408.jpg,73
C:/datasets/flower/flower/jpg\image_00409.jpg,73
C:/datasets/flower/flower/jpg\image_00410.jpg,73
C:/datasets/flower/flower/jpg\image_00411.jpg,73
C:/datasets/flower/flower/jpg\image_00412.jpg,73
C:/datasets/flower/flower/jpg\image_00413.jpg,73
C:/datasets/flower/flower/jpg\image_00414.jpg,73
C:/datasets/flower/flower/jpg\image_00415.jpg,73
C:/datasets/flower/flower/jpg\image_00416.jpg,73
C:/datasets/flower/flower/jpg\image_00417.jpg,73
C:/datasets/flower/flower/jpg\image_00418.jpg,73
C:/datasets/flower/flower/jpg\image_00419.jpg,73
C:/datasets/flower/flower/jpg\image_00420.jpg,73
C:/datasets/flower/flower/jpg\image_00421.jpg,73
C:/datasets/flower/flower/jpg\image_00422.jpg,73
C:/datasets/flower/flower/jpg\image_00423.jpg,73
C:/datasets/flower/flower/jpg\image_00424.jpg,73
C:/datasets/flower/flower/jpg\image_00425.jpg,73
C:/datasets/flower/flower/jpg\image_00426.jpg,73
C:/datasets/flower/flower/jpg\image_00427.jpg,73
C:/datasets/flower/flower/jpg\image_00428.jpg,73
C:/datasets/flower/flower/jpg\image_00429.jpg,73
C:/datasets/flower/flower/jpg\image_00430.jpg,73
C:/datasets/flower/flower/jpg\image_00431.jpg,73
C:/datasets/flower/flower/jpg\image_00432.jpg,73
C:/datasets/flower/flower/jpg\image_00433.jpg,73
C:/datasets/flower/flower/jpg\image_00434.jpg,73
C:/datasets/flower/flower/jpg\image_00435.jpg,73
C:/datasets/flower/flower/jpg\image_00436.jpg,73
C:/datasets/flower/flower/jpg\image_00437.jpg,73
C:/datasets/flower/flower/jpg\image_00438.jpg,73
C:/datasets/flower/flower/jpg\image_00439.jpg,73
C:/datasets/flower/flower/jpg\image_00440.jpg,73
C:/datasets/flower/flower/jpg\image_00441.jpg,73
C:/datasets/flower/flower/jpg\image_00442.jpg,73
C:/datasets/flower/flower/jpg\image_00443.jpg,73
C:/datasets/flower/flower/jpg\image_00444.jpg,73
C:/datasets/flower/flower/jpg\image_00445.jpg,73
C:/datasets/flower/flower/jpg\image_00446.jpg,88
C:/datasets/flower/flower/jpg\image_00447.jpg,88
C:/datasets/flower/flower/jpg\image_00448.jpg,88
C:/datasets/flower/flower/jpg\image_00449.jpg,88
C:/datasets/flower/flower/jpg\image_00450.jpg,88
C:/datasets/flower/flower/jpg\image_00451.jpg,88
C:/datasets/flower/flower/jpg\image_00452.jpg,88
C:/datasets/flower/flower/jpg\image_00453.jpg,88
C:/datasets/flower/flower/jpg\image_00454.jpg,88
C:/datasets/flower/flower/jpg\image_00455.jpg,88
C:/datasets/flower/flower/jpg\image_00456.jpg,88
C:/datasets/flower/flower/jpg\image_00457.jpg,88
C:/datasets/flower/flower/jpg\image_00458.jpg,88
C:/datasets/flower/flower/jpg\image_00459.jpg,88
C:/datasets/flower/flower/jpg\image_00460.jpg,88
C:/datasets/flower/flower/jpg\image_00461.jpg,88
C:/datasets/flower/flower/jpg\image_00462.jpg,88
C:/datasets/flower/flower/jpg\image_00463.jpg,88
C:/datasets/flower/flower/jpg\image_00464.jpg,88
C:/datasets/flower/flower/jpg\image_00465.jpg,88
C:/datasets/flower/flower/jpg\image_00466.jpg,88
C:/datasets/flower/flower/jpg\image_00467.jpg,88
C:/datasets/flower/flower/jpg\image_00468.jpg,88
C:/datasets/flower/flower/jpg\image_00469.jpg,88
C:/datasets/flower/flower/jpg\image_00470.jpg,88
C:/datasets/flower/flower/jpg\image_00471.jpg,88
C:/datasets/flower/flower/jpg\image_00472.jpg,88
C:/datasets/flower/flower/jpg\image_00473.jpg,88
C:/datasets/flower/flower/jpg\image_00474.jpg,88
C:/datasets/flower/flower/jpg\image_00475.jpg,88
C:/datasets/flower/flower/jpg\image_00476.jpg,88
C:/datasets/flower/flower/jpg\image_00477.jpg,88
C:/datasets/flower/flower/jpg\image_00478.jpg,88
C:/datasets/flower/flower/jpg\image_00479.jpg,88
C:/datasets/flower/flower/jpg\image_00480.jpg,88
C:/datasets/flower/flower/jpg\image_00481.jpg,88
C:/datasets/flower/flower/jpg\image_00482.jpg,88
C:/datasets/flower/flower/jpg\image_00483.jpg,88
C:/datasets/flower/flower/jpg\image_00484.jpg,88
C:/datasets/flower/flower/jpg\image_00485.jpg,88
C:/datasets/flower/flower/jpg\image_00486.jpg,88
C:/datasets/flower/flower/jpg\image_00487.jpg,88
C:/datasets/flower/flower/jpg\image_00488.jpg,88
C:/datasets/flower/flower/jpg\image_00489.jpg,88
C:/datasets/flower/flower/jpg\image_00490.jpg,88
C:/datasets/flower/flower/jpg\image_00491.jpg,88
C:/datasets/flower/flower/jpg\image_00492.jpg,88
C:/datasets/flower/flower/jpg\image_00493.jpg,88
C:/datasets/flower/flower/jpg\image_00494.jpg,88
C:/datasets/flower/flower/jpg\image_00495.jpg,88
C:/datasets/flower/flower/jpg\image_00496.jpg,88
C:/datasets/flower/flower/jpg\image_00497.jpg,88
C:/datasets/flower/flower/jpg\image_00498.jpg,88
C:/datasets/flower/flower/jpg\image_00499.jpg,88
